Date;10-DIT-509;10-DIT-609;10-PIT-507;10-PIT-607;10-PIT-416;10-FIT-508
1/7/2025 8:45 PM;994,0681152;1580,77002;13,47286034;4095,187988;4096,948242;3907,416992
1/7/2025 8:50 PM;991,7583008;1584,322021;28,28924942;4063,889893;4070,623047;3855,928955
1/7/2025 8:55 PM;991,5947266;1584,878052;36,20484161;4020,297119;4024,842041;3908,64502
1/7/2025 9:00 PM;990,9224243;1584,994995;12,8325901;3815,879883;3832,052979;3907,514893
1/7/2025 9:05 PM;990,8748169;1584,125;12,53048992;3834,784912;3843,314941;3941,740967
1/7/2025 9:10 PM;990,802124;1585,18396;27,97653961;3861,334961;3878,371094;4041,663086
1/7/2025 9:15 PM;990,7335205;1559,511963;13,22966957;4652,34082;4673,63623;3767,272949
1/7/2025 9:20 PM;990,6658936;1553,840942;13,09545994;4903,061035;4908,579102;3607,684082
1/7/2025 9:25 PM;990,5983276;1556,350952;12,07450962;4920,436035;4906,687012;3692,710938
1/7/2025 9:30 PM;990,5307007;1581,666992;12,09945011;4711,476074;4723,870117;4074,8479
1/7/2025 9:35 PM;990,4630737;1584,980957;12,63430977;4569,214844;4554,008789;4121,195801
1/7/2025 9:40 PM;990,3955078;1580,662964;30,31225014;4468,967773;4474,032227;4117,145996
1/7/2025 9:45 PM;990,3278809;1577,177002;12,13076019;4480,643066;4499,312012;4020,083008
1/7/2025 9:50 PM;990,2603149;1574,656006;12,64599037;4381,237793;4382,835938;4066,929932
1/7/2025 9:55 PM;990,192688;1575,880981;12,78423977;4380,373047;4377,164063;4072,305908
1/7/2025 10:00 PM;990,1251221;1573,743042;12,32738018;4324,974121;4350,466797;4050,812988
1/7/2025 10:05 PM;990,3162231;1576,427002;12,08911991;4215,52002;4202,188965;4168,222168
1/7/2025 10:10 PM;990,8823853;1576,771973;12,50010014;4062,013916;4058,13501;4095,420898
1/7/2025 10:15 PM;990,8571167;1577,744019;11,34335995;4039,509033;4038,426025;4102,729004
1/7/2025 10:20 PM;990,8317261;1573,604004;16,28289032;4016,336914;4012,986084;4080,475098
1/7/2025 10:25 PM;990,8063965;1570,024048;24,7876091;4020,560059;4044,407959;4042,202881
1/7/2025 10:30 PM;990,7810059;1569,02002;33,29233932;4464,188965;4451,411133;3802,700928
1/7/2025 10:35 PM;990,7556763;1562,807983;19,92653084;4787,26416;4801,723145;4038,378906
1/7/2025 10:40 PM;990,7302856;1572,989014;11,81947041;4662,170898;4666,562012;4107,336914
1/7/2025 10:45 PM;990,7050171;1568,922974;11,72863007;4701,397949;4705,404785;3992,138916
1/7/2025 10:50 PM;990,6796265;1569,360962;12,19406986;4614,379883;4602,451172;4105,078125
1/7/2025 10:55 PM;990,6542969;1567,723999;12,17973995;4594,64502;4586,561035;4118,663086
1/7/2025 11:00 PM;990,6289063;1571,482056;11,30002022;4553,446777;4558,428223;4061,36792
1/7/2025 11:05 PM;990,6035767;1570,125977;11,84447002;4548,617188;4554,852051;4091,791016
